ts_entry,ts_exit,symbol,setup,side,entry,sl,tp,pnl_usdt,risk_usdt,r_multiple,exit_reason,partial
2025-07-25T07:30:00+00:00,2025-07-25T09:25:00+00:00,SOLUSDT,TREND_PULLBACK_EMA20,SHORT,176.69161,179.73003256051325,172.13397615923012,-3.6792380719302455,3.4392380719302453,-1.0697828981246715,SL,0
2025-07-25T07:30:00+00:00,2025-07-25T09:30:00+00:00,DOGEUSDT,TREND_PULLBACK_EMA20,SHORT,0.22583702500000002,0.23111447635907978,0.2179208479613804,-4.91368126114817,4.67368126114817,-1.0513513837571884,SL,0
2025-07-25T07:30:00+00:00,2025-07-25T09:30:00+00:00,AVAXUSDT,TREND_PULLBACK_EMA20,SHORT,23.066461,23.497718162671656,22.419575255992516,-3.9792572937101722,3.739257293710172,-1.064183868920629,SL,0
2025-07-25T08:45:00+00:00,2025-07-25T09:25:00+00:00,SOLUSDT,TREND_PULLBACK_EMA20,SHORT,177.621145,179.76341084349275,174.4077462347609,-2.6521743427481423,2.412174342748142,-1.09949529590244,SL,0
2025-07-26T02:15:00+00:00,2025-07-26T04:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117491.11619999999,117026.88539547466,118187.46240678799,-0.2247072692973252,0.7902398403213576,-0.28435325306548215,TIMEOUT,0
2025-07-26T02:30:00+00:00,2025-07-26T04:30:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117796.869,117188.3835815122,118709.59712773171,-0.7661073619877045,1.0331096635307104,-0.7415547342471751,TIMEOUT,0
2025-07-26T03:45:00+00:00,2025-07-26T05:45:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117598.77,117323.61252504612,118011.50621243083,-0.517843042065848,0.4679597838546865,-1.1065973186846576,TIMEOUT,0
2025-07-26T04:15:00+00:00,2025-07-26T06:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117558.85005000001,117304.1837588408,117940.84948673882,-0.6240630457068721,0.43325754045892667,-1.4403974251569525,TIMEOUT,0
2025-07-26T05:30:00+00:00,2025-07-26T06:20:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117549.5454,117317.12526925401,117898.17559611899,-0.6354419899372712,0.39544198993727114,-1.606915821048926,SL,0
2025-07-26T08:30:00+00:00,2025-07-26T10:30:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117518.02965,117285.4770620327,117866.85853195094,0.3536601949332412,0.39577346328881924,0.8935924910032548,TP,0
2025-07-26T09:45:00+00:00,2025-07-26T10:30:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117598.97009999999,117374.46039439167,117935.73465841246,0.3327338566419459,0.3818225710946388,0.8714357972291644,TP,0
2025-07-26T12:15:00+00:00,2025-07-26T14:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,117920.43075,117658.70955160519,118313.01254759221,0.14054347083531726,0.4438945765889806,0.3166145257175601,TIMEOUT,0
2025-07-26T13:15:00+00:00,2025-07-26T15:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118253.2971,117739.60738242908,119023.83167635638,-0.8579905490347668,0.8687955941499349,-0.9875631907114581,TIMEOUT,0
2025-07-26T14:45:00+00:00,2025-07-26T15:15:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118206.57375,117860.50187293814,118725.68156559278,-0.8255374470015125,0.5855374470015126,-1.4098798483837705,SL,0
2025-07-26T16:00:00+00:00,2025-07-26T16:10:00+00:00,BTCUSDT,TREND_PULLBACK_EMA20,LONG,118238.2896,117834.49523247163,118843.98115129257,-0.5216170642576696,0.6830179443468116,-0.7636945245362565,END_OF_DATA,0
